patent_id,citation_sequence,citation_document_number,citation_date,record_name,wipo_kind,citation_category
8959095,14,2003/0043805,2003-03-01,Graham et al.,A1,cited by applicant
9539053,36,2009/0012520,2009-01-01,Hixson et al.,A1,cited by applicant
9460718,3,2013/0030805,2013-01-01,Suzuki,A1,cited by examiner
8377784,0,2006/0216897,2006-09-01,Lee et al.,A1,cited by examiner
8899328,5,2005/0045330,2005-03-01,Nguyen et al.,A1,cited by applicant
9857821,146,2009/0108679,2009-04-01,Porwal,A1,cited by applicant
8061870,2,2008/0002399,2008-01-01,Villard et al.,A1,cited by other
10417450,59,2013/0111323,2013-05-01,Taghaddos et al.,A1,cited by applicant
11403330,60,2013/0159023,2013-06-01,Srinivas et al.,A1,cited by applicant
9360403,3,2006/0180469,2006-08-01,Han,A1,cited by examiner
11134575,7,2019/0150296,2019-05-01,Southworth,A1,cited by examiner
11029408,4,2019/0064705,2019-02-01,Yagi,A1,cited by examiner
10681035,2,2006/0036546,2006-02-01,Arcieri,A1,cited by examiner
9627279,0,2001/0054955,2001-12-01,Diez,A1,cited by examiner
11071771,14,2006/0135714,2006-06-01,Lewis et al.,A1,cited by applicant
7620706,2,2005/0256942,2005-11-01,McCardle et al.,A1,cited by examiner
11201037,63,2018/0019107,2018-01-01,Ishizawa,A1,cited by applicant
10633772,76,2018/0187337,2018-07-01,Iseki,A1,cited by examiner
11374063,2,2015/0042935,2015-02-01,Yamamoto,A1,cited by examiner
8597076,2,2006/0135048,2006-06-01,Sommacal,A1,cited by examiner
8112714,35,2008/0178125,2008-07-01,Elsbree et al.,A1,cited by other
9620101,145,2012/0281850,2012-11-01,Hyatt,A1,cited by applicant
8350360,8,2006/0276056,2006-12-01,Ward et al.,A1,cited by other
10332912,77,2008/0258140,2008-10-01,Lee et al.,A1,cited by applicant
9198537,1,2011/0011872,2011-01-01,Fulton-Morales,A1,cited by examiner
11358323,13,2011/0003025,2011-01-01,Patel,A1,cited by applicant
10095973,15,2007/0076528,2007-04-01,Kirby,A1,cited by applicant
10689464,46,2012/0040463,2012-02-01,Domard et al.,A1,cited by applicant
10441844,599,2013/0009993,2013-01-01,Horseman,A1,cited by applicant
9078792,40,2006/0264868,2006-11-01,Carstens,A1,cited by applicant
9271996,364,2014/0148502,2014-05-01,Bancel et al.,A1,cited by applicant
8351559,10,2011/0090947,2011-04-01,Peng et al.,A1,cited by examiner
8712982,3,2002/0027886,2002-03-01,Fischer et al.,A1,cited by applicant
11075894,22,2009/0327910,2009-12-01,Black,A1,cited by applicant
9158849,4,2006/0287985,2006-12-01,Castro et al.,A1,cited by examiner
10670588,91,2005/0194316,2005-09-01,Pourahmadi et al.,A1,cited by applicant
10704164,27,2010/0029498,2010-02-01,Gnirke et al.,A1,cited by applicant
10353656,16,2013/0244730,2013-09-01,Yoo,A1,cited by applicant
10289944,3,2012/0074233,2012-03-01,Finn et al.,A1,cited by applicant
10327768,307,2014/0291380,2014-10-01,Weaner et al.,A1,cited by applicant
10461332,4,2007/0009799,2007-01-01,Zheng,A1,cited by applicant
10457742,25,2010/0256338,2010-10-01,Brinkmann et al.,A1,cited by applicant
10791798,69,2011/0099843,2011-05-01,Jung,A1,cited by applicant
8634619,3,2009/0198123,2009-08-01,Aoyagi et al.,A1,cited by applicant
D896380,144,2007/0106113,2007-05-01,Ravo,A1,cited by applicant
9819567,391,2008/0215747,2008-09-01,Menon et al.,A1,cited by applicant
8787362,43,2012/0120789,2012-05-01,Ramachandran et al.,A1,cited by examiner
9717458,84,2015/0011907,2015-01-01,Purdon et al.,A1,cited by applicant
10747634,9,2014/0254390,2014-09-01,Ansley et al.,A1,cited by applicant
9409028,22,2007/0055308,2007-03-01,Haller et al.,A1,cited by applicant
10186146,1,2010/0106404,2010-04-01,Kim,A1,cited by examiner
10521249,50,2013/0266292,2013-10-01,Sandrew et al.,A1,cited by applicant
9716749,8,2009/0288127,2009-11-01,Corson,A1,cited by examiner
8615428,30,2005/0043992,2005-02-01,Cohagan et al.,A1,cited by applicant
7867779,9,2001/0055725,2001-12-01,Hussein et al.,A1,cited by other
11023095,40,2016/0140999,2016-05-01,Cosic,A1,cited by applicant
10694440,0,2001/0030956,2001-10-01,Chillariga et al.,A1,cited by applicant
8670815,689,2010/0094111,2010-04-01,Heller et al.,A1,cited by applicant
10216674,6,2006/0156083,2006-07-01,Jang et al.,A1,cited by applicant
8711324,18,2005/0048223,2005-03-01,Pawloski et al.,A1,cited by applicant
8137686,10,2007/0036767,2007-02-01,Mistry et al.,A1,cited by other
8906051,1,2003/0045811,2003-03-01,Hinchliffe et al.,A1,cited by applicant
11305774,107,2018/0281788,2018-10-01,Uchida,A1,cited by examiner
10490187,1143,2008/0189110,2008-08-01,Freeman et al.,A1,cited by applicant
11153032,54,2020/0012555,2020-01-01,Sharma,A1,cited by applicant
10996706,178,2009/0326726,2009-12-01,Ippolito et al.,A1,cited by applicant
10572938,27,2010/0250423,2010-09-01,Mintz,A1,cited by applicant
8818407,56,2004/0186738,2004-09-01,Reisman,A1,cited by applicant
9453794,41,2008/0232653,2008-09-01,Rowe,A1,cited by applicant
9039746,12,2009/0303694,2009-12-01,Roth et al.,A1,cited by examiner
10173060,155,2014/0358040,2014-12-01,Kim et al.,A1,cited by applicant
9394637,949,2004/0181201,2004-09-01,Mizutani et al.,A1,cited by applicant
10413531,60,2014/0271871,2014-09-01,Desai et al.,A1,cited by applicant
10888239,59,2006/0124193,2006-06-01,Orr et al.,A1,cited by applicant
9504430,94,2008/0255438,2008-10-01,Saidara et al.,A1,cited by applicant
8708376,114,2004/0176725,2004-09-01,"Stutz, Jr. et al.",A1,cited by applicant
9789741,1,2004/0232184,2004-11-01,Moen et al.,A1,cited by applicant
9264380,9,2002/0129181,2002-09-01,Lahiri et al.,A1,cited by examiner
9208498,12,2002/0052925,2002-05-01,Kim et al.,A1,cited by examiner
8402064,45,2009/0216874,2009-08-01,Thain et al.,A1,cited by applicant
9800278,2,2011/0065408,2011-03-01,Kenington et al.,A1,cited by applicant
11089315,25,2015/0103926,2015-04-01,Hannuksela,A1,cited by applicant
7258171,3,2003/0106712,2003-06-01,Bourgoyne et al.,A1,cited by other
9739714,20,2007/0231851,2007-10-01,Toner et al.,A1,cited by applicant
10905843,3,2008/0308100,2008-12-01,Pujol et al.,A1,cited by applicant
10844629,8,2016/0353239,2016-12-01,Kjellsson,A1,cited by examiner
7950582,0,2002/0050523,2002-05-01,Veligdan,A1,cited by examiner
9060012,19,2004/0203750,2004-10-01,Cowdrey et al.,A1,cited by applicant
7480433,2,2002/0172478,2002-11-01,Sahlin,A1,cited by examiner
7920141,3,2004/0164987,2004-08-01,Aronson et al.,A1,cited by other
9939333,2,2004/0065095,2004-04-01,Osborne et al.,A1,cited by applicant
10779033,213,2014/0282882,2014-09-01,Tsui et al.,A1,cited by applicant
9948615,86,2014/0064048,2014-03-01,Cohen et al.,A1,cited by applicant
10698935,39,2014/0280168,2014-09-01,Setayesh,A1,cited by examiner
11228171,47,2015/0229131,2015-08-01,Gerhardinger,A1,cited by applicant
10722100,0,2010/0229900,2010-09-01,Rosenbauer,A1,cited by applicant
10396579,95,2016/0065086,2016-03-01,Zojer et al.,A1,cited by applicant
10745670,0,2017/0275593,2017-09-01,Hanna,A1,cited by examiner
9202185,38,2004/0064543,2004-04-01,Ashutosh et al.,A1,cited by applicant
11430943,5,2017/0178748,2017-06-01,Nagaosa et al.,A1,cited by applicant
9721854,6,2006/0234398,2006-10-01,Gluschenkov et al.,A1,cited by applicant
10307227,8,2002/0167100,2002-11-01,Moszner,A1,cited by applicant
7866476,41,2005/0269238,2005-12-01,Reape et al.,A1,cited by other
10101780,12,2014/0334101,2014-11-01,Yu,A1,cited by examiner
11045690,1,2006/0097555,2006-05-01,Meleger,A1,cited by applicant
8542819,43,2002/0069417,2002-06-01,Kliger et al.,A1,cited by applicant
11168855,12,2015/0308633,2015-10-01,van de Ven,A1,cited by applicant
8110118,0,2004/0145044,2004-07-01,Sugaya et al.,A1,cited by examiner
8921272,2,2013/0085065,2013-04-01,Kikugawa et al.,A1,cited by applicant
10775815,29,2006/0001415,2006-01-01,Fridholm et al.,A1,cited by applicant
10007256,27,2008/0097621,2008-04-01,Tasker et al.,A1,cited by applicant
9950617,1,2009/0223312,2009-09-01,Yamaguchi,A1,cited by applicant
10148133,646,2015/0280484,2015-10-01,Radziemski et al.,A1,cited by applicant
8104787,1,2005/0040618,2005-02-01,Beatty,A1,cited by examiner
11134722,792,2017/0065000,2017-03-01,Sears et al.,A1,cited by applicant
9043623,7,2006/0136604,2006-06-01,Schultze et al.,A1,cited by applicant
8903954,121,2007/0050591,2007-03-01,Boyd et al.,A1,cited by applicant
9618505,31,2012/0028242,2012-02-01,Heyduk et al.,A1,cited by applicant
10057720,3,2013/0157686,2013-06-01,Wu,A1,cited by examiner
9891389,5,2007/0034227,2007-02-01,"Hesch, Jr. et al.",A1,cited by applicant
9111893,0,2011/0164024,2011-07-01,Ono,A1,cited by applicant
D932644,6,2006/0207017,2006-09-01,Lev,A1,cited by examiner
9650370,9,2006/0061726,2006-03-01,Okuyama,A1,cited by applicant
10687374,1,2015/0112838,2015-04-01,Li,A1,cited by examiner
11189473,24,2015/0144778,2015-05-01,Bonner,A1,cited by examiner
11268346,98,2016/0248230,2016-08-01,Tawy et al.,A1,cited by applicant
11259948,78,2010/0010568,2010-01-01,Brown,A1,cited by applicant
11327767,9,2011/0239010,2011-09-01,Jain,A1,cited by applicant
8681764,58,2006/0120469,2006-06-01,Maltsev et al.,A1,cited by applicant
10398896,0,2005/0222635,2005-10-01,Krakovsky,A1,cited by applicant
10956477,9,2002/0166063,2002-11-01,Lachman et al.,A1,cited by applicant
8756257,5,2007/0276786,2007-11-01,Piedmonte,A1,cited by applicant
9105799,8,2013/0228221,2013-09-01,Moslehi et al.,A1,cited by examiner
11172831,19,2003/0050871,2003-03-01,Broughton,A1,cited by applicant
8618128,23,2007/0185187,2007-08-01,D'Orchymont et al.,A1,cited by applicant
9520197,152,2013/0111298,2013-05-01,Seroff et al.,A1,cited by applicant
11344663,22,2005/0058694,2005-03-01,Nielsen,A1,cited by examiner
8424740,158,2012/0080335,2012-04-01,"Shelton, IV et al.",A1,cited by applicant
9539092,74,2005/0203614,2005-09-01,Forster et al.,A1,cited by applicant
11278874,11,2017/0182482,2017-06-01,Blakeman,A1,cited by examiner
8201660,1,2006/0027420,2006-02-01,Hahnl et al.,A1,cited by examiner
10364473,2,2014/0147425,2014-05-01,Henn,A1,cited by examiner
11070750,7,2008/0299555,2008-12-01,Nitta et al.,A1,cited by applicant
11144246,5,2019/0304562,2019-10-01,Cai,A1,cited by examiner
9672270,5,2007/0136245,2007-06-01,Hess et al.,A1,cited by applicant
11395931,106,2009/0188567,2009-07-01,McHugh,A1,cited by applicant
10860177,211,2010/0045619,2010-02-01,Birnbaum et al.,A1,cited by applicant
11445157,87,2013/0107623,2013-05-01,Kavalipurapu et al.,A1,cited by applicant
9730739,384,2012/0253410,2012-10-01,Taylor et al.,A1,cited by applicant
9338120,22,2007/0179799,2007-08-01,Laghrari,A1,cited by examiner
11436113,15,2014/0223027,2014-08-01,Mullapudi et al.,A1,cited by applicant
11432778,7,2021/0022688,2021-01-01,Lee,A1,cited by examiner
10353516,9,2014/0152921,2014-06-01,Yashiro,A1,cited by examiner
7871436,118,2010/0131054,2010-05-01,Tuval et al.,A1,cited by other
10955252,18,2015/0292893,2015-10-01,Bartsch et al.,A1,cited by applicant
10652412,10,2008/0062468,2008-03-01,Shouno,A1,cited by applicant
9570289,1,2014/0179114,2014-06-01,van Schravendijk,A1,cited by applicant
9770232,170,2009/0292310,2009-11-01,Chin et al.,A1,cited by applicant
8168519,2,2009/0197401,2009-08-01,Li et al.,A1,cited by other
10433751,142,2010/0007413,2010-01-01,Herleikson et al.,A1,cited by applicant
9607239,41,2005/0111514,2005-05-01,Matsumoto et al.,A1,cited by applicant
10027900,2,2003/0218683,2003-11-01,Kurase,A1,cited by applicant
9603731,59,2005/0107864,2005-05-01,Hong et al.,A1,cited by applicant
7350320,6,2003/0208926,2003-11-01,Ellis,A1,cited by other
9451051,8,2013/0249948,2013-09-01,Reitan,A1,cited by applicant
10755142,51,2017/0031904,2017-02-01,Legrand et al.,A1,cited by applicant
8795274,78,2009/0012520,2009-01-01,Hixson et al.,A1,cited by applicant
10019713,1,2007/0198849,2007-08-01,Mozer,A1,cited by examiner
7991128,0,2007/0133524,2007-06-01,Kwon,A1,cited by examiner
11153260,27,2020/0184547,2020-06-01,Andon,A1,cited by examiner
8164879,0,2009/0109595,2009-04-01,Herchen et al.,A1,cited by examiner
8415128,13,2006/0229407,2006-10-01,Vogel et al.,A1,cited by applicant
7120743,7,2002/0112119,2002-08-01,Halbert et al.,A1,cited by other
11422213,14,2020/0237310,2020-07-01,Lozano-Buhl et al.,A1,cited by applicant
11090124,65,2019/0192137,2019-06-01,"Shelton, IV et al.",A1,cited by applicant
8077602,79,2003/0086415,2003-05-01,Bernhard et al.,A1,cited by other
8099187,2,2003/0050868,2003-03-01,Hoffman et al.,A1,cited by other
10270939,24,2010/0097407,2010-04-01,Zulch,A1,cited by examiner
8337539,8,2002/0058975,2002-05-01,Bieberich,A1,cited by other
8372400,11,2008/0227136,2008-09-01,Pla et al.,A1,cited by applicant
10011555,0,2009/0131384,2009-05-01,Uysal et al.,A1,cited by applicant
D782920,4,2015/0282591,2015-10-01,Crawford,A1,cited by examiner
9348868,124,2004/0137954,2004-07-01,Engstrom et al.,A1,cited by applicant
7758832,3,2004/0187456,2004-09-01,Bruck,A1,cited by other
11158527,363,2006/0118178,2006-06-01,Desbiolles et al.,A1,cited by applicant
8538763,1,2005/0027520,2005-02-01,Mattila et al.,A1,cited by examiner
10374393,19,2013/0329761,2013-12-01,Hashimoto,A1,cited by examiner
10081850,8,2014/0033868,2014-02-01,Elsafty,A1,cited by examiner
9023084,133,2007/0276497,2007-11-01,Anderson,A1,cited by applicant
10719727,11,2018/0173986,2018-06-01,Gousev,A1,cited by examiner
10521602,8,2007/0177740,2007-08-01,Nakajima,A1,cited by examiner
9178207,28,2007/0259234,2007-11-01,Chua,A1,cited by applicant
10915654,10,2015/0006891,2015-01-01,Tang,A1,cited by applicant
10869914,4,2019/0070273,2019-03-01,Radovic,A1,cited by applicant
9502875,42,2006/0053447,2006-03-01,Krzyzanowski et al.,A1,cited by applicant
9766077,0,2013/0054138,2013-02-01,Clark,A1,cited by examiner
7448069,2,2003/0158974,2003-08-01,Herrod et al.,A1,cited by examiner
10108395,2,2004/0264917,2004-12-01,Braun,A1,cited by examiner
9782285,8,2013/0211304,2013-08-01,Romo,A1,cited by applicant
11320217,18,2005/0189047,2005-09-01,Hasegawa et al.,A1,cited by applicant
10525333,20,2012/0155426,2012-06-01,Verma,A1,cited by examiner
10449416,18,2003/0092532,2003-05-01,Giannelli et al.,A1,cited by applicant
9844136,9,2012/0095170,2012-04-01,Kong et al.,A1,cited by applicant
10298360,1,2008/0148129,2008-06-01,Moon,A1,cited by examiner
10903054,1005,2015/0076110,2015-03-01,Wu et al.,A1,cited by applicant
7955992,10,2005/0199816,2005-09-01,Amemiya et al.,A1,cited by other
D782519,34,2011/0199915,2011-08-01,Santhanam et al.,A1,cited by applicant
9395361,13,2010/0282609,2010-11-01,Pollack et al.,A1,cited by applicant
9517405,147,2004/0068451,2004-04-01,Lenk,A1,cited by applicant
11327010,9,2016/0369115,2016-12-01,Shimoju,A1,cited by applicant
10069729,145,2009/0117922,2009-05-01,Bell,A1,cited by applicant
11207527,149,2007/0219525,2007-09-01,Gelfand et al.,A1,cited by applicant
8770517,0,2013/0099055,2013-04-01,Pfeiffer,A1,cited by examiner
10813743,103,2017/0071725,2017-03-01,Barere et al.,A1,cited by applicant
10586656,3,2014/0240900,2014-08-01,Mori,A1,cited by examiner
10540404,2,2003/0061221,2003-03-01,Ito,A1,cited by examiner
10277837,4,2014/0205143,2014-07-01,Zhang,A1,cited by examiner
10214443,18,2009/0042166,2009-02-01,Craig et al.,A1,cited by applicant
9787103,48,2006/0113955,2006-06-01,Nunally,A1,cited by applicant
8495940,4,2006/0112804,2006-06-01,Dils et al.,A1,cited by examiner
8879042,7,2006/0209266,2006-09-01,Utsunomiya,A1,cited by applicant
10258427,5,2011/0102549,2011-05-01,Takahashi,A1,cited by examiner
8861643,2,2006/0229046,2006-10-01,Bult et al.,A1,cited by examiner
10461038,0,2001/0028457,2001-10-01,Matsuura,A1,cited by examiner
9939476,2,2014/0267880,2014-09-01,Aranovsky,A1,cited by applicant
11067750,2,2016/0356960,2016-12-01,Novack,A1,cited by examiner
10495453,58,2011/0151974,2011-06-01,Deaguero,A1,cited by applicant
9039657,174,2005/0288759,2005-12-01,Jones et al.,A1,cited by applicant
10382702,103,2014/0300795,2014-10-01,Bilcu et al.,A1,cited by applicant
8266674,183,2003/0061506,2003-03-01,Cooper,A1,cited by other
9464666,0,2014/0147068,2014-05-01,Dunlap,A1,cited by examiner
9620113,119,2006/0047509,2006-03-01,Ding et al.,A1,cited by applicant
9746279,8,2003/0221684,2003-12-01,Rice,A1,cited by applicant
11103317,60,2009/0281417,2009-11-01,Hartmann et al.,A1,cited by applicant
9021282,49,2008/0244177,2008-10-01,Crescenti et al.,A1,cited by applicant
D746433,2,2013/0020498,2013-01-01,Ebi et al.,A1,cited by examiner
9476376,0,2012/0216783,2012-08-01,Kusakabe,A1,cited by examiner
10459429,1,2004/0128016,2004-07-01,Stewart,A1,cited by applicant
9093256,2,2008/0203920,2008-08-01,Wang et al.,A1,cited by examiner
10143979,3,2016/0051304,2016-02-01,Vogt et al.,A1,cited by applicant
8478519,40,2007/0100650,2007-05-01,Ramer et al.,A1,cited by applicant
8307979,3,2006/0204416,2006-09-01,Hayes et al.,A1,cited by other
10304068,0,2002/0196141,2002-12-01,Boone et al.,A1,cited by applicant
7505856,6,2003/0036909,2003-02-01,Kato,A1,cited by other
10062096,58,2011/0238503,2011-09-01,Naini,A1,cited by applicant
D959379,13,2019/0363608,2019-11-01,Haun,A1,cited by examiner
11164770,257,2009/0194768,2009-08-01,Leedy,A1,cited by applicant
8133166,0,2002/0193677,2002-12-01,Thornton,A1,cited by other
7722584,0,2007/0010797,2007-01-01,Nishtala et al.,A1,cited by examiner
8615104,73,2011/0016172,2011-01-01,Shah,A1,cited by applicant
11252423,13,2015/0189299,2015-07-01,Deshpande,A1,cited by applicant
9983881,163,2013/0339804,2013-12-01,Greiner et al.,A1,cited by applicant
8718776,78,2008/0140152,2008-06-01,Imran et al.,A1,cited by applicant
8767822,28,2008/0240250,2008-10-01,Lin et al.,A1,cited by applicant
10833727,40,2016/0197642,2016-07-01,Henry et al.,A1,cited by applicant
7435037,18,2005/0269095,2005-12-01,Fairbanks,A1,cited by other
8599953,40,2003/0169769,2003-09-01,Ho et al.,A1,cited by applicant
9704088,129,2008/0288699,2008-11-01,Chichierchia,A1,cited by applicant
9194734,2,2011/0010069,2011-01-01,Payne et al.,A1,cited by applicant
7759247,3,2006/0033168,2006-02-01,Umemoto et al.,A1,cited by other
9021403,8,2011/0078568,2011-03-01,Park et al.,A1,cited by applicant
11260752,16,2018/0012091,2018-01-01,Ricci,A1,cited by examiner
9638148,3,2005/0205067,2005-09-01,Koide,A1,cited by examiner
9038176,40,2010/0318488,2010-12-01,Oliver et al.,A1,cited by applicant
9276307,1,2012/0287009,2012-11-01,Tu,A1,cited by examiner
D910163,52,2016/0045682,2016-02-01,Boyden et al.,A1,cited by applicant
10542079,452,2008/0222295,2008-09-01,Robinson et al.,A1,cited by applicant
9297962,3,2014/0072263,2014-03-01,Hung et al.,A1,cited by examiner
9289025,4,2007/0278760,2007-12-01,VanBelle et al.,A1,cited by examiner
8199123,12,2006/0044284,2006-03-01,Tanabe,A1,cited by examiner
9961463,8,2003/0002689,2003-01-01,Folio,A1,cited by applicant
9542381,0,2004/0078730,2004-04-01,Ma,A1,cited by examiner
10341632,358,2018/0158198,2018-06-01,Karnad,A1,cited by applicant
10938220,270,2018/0315968,2018-11-01,Koyama et al.,A1,cited by applicant
10387379,5,2012/0054057,2012-03-01,O'Connell et al.,A1,cited by applicant
11263829,10,2013/0289941,2013-10-01,Keydar,A1,cited by applicant
11221262,239,2013/0192854,2013-08-01,Kosmicki et al.,A1,cited by applicant
8752017,0,2012/0102420,2012-04-01,Fukahori,A1,cited by applicant
11134031,5,2005/0220128,2005-10-01,Tucker,A1,cited by examiner
10131113,18,2006/0197244,2006-09-01,Simpson et al.,A1,cited by applicant
10391361,650,2009/0040301,2009-02-01,Sandler et al.,A1,cited by applicant
10911535,26,2014/0228115,2014-08-01,Kaplan,A1,cited by applicant
9255036,1,2007/0292657,2007-12-01,Sorensen,A1,cited by examiner
10038570,15,2017/0180152,2017-06-01,Cink,A1,cited by examiner
10731109,2,2012/0283163,2012-11-01,Barnes,A1,cited by examiner
9826981,445,2011/0093086,2011-04-01,Witt et al.,A1,cited by applicant
